Respondent Id,Completed Date,CSAT score,What are your most important reasons for giving us that score?,CONTRACT_ID,Sub-Product,How would you rate the service you received from the consultant handling your enquiry?,Weâd love to know what the consultant did to earn such a rating?,CALL_TYPE,SUBCATEGORY,How could the consultant improve how they handled your enquiry?,OPERATOR,PRIMARY_DIVISION,INTERACTION_DATE,"Thinking about your call, was your enquiry resolved?",Category Summary: What are your most important reasons for giving us that score?,CLASSIFICATION,Date Convert,Completed Date 2,Week Ending,Month,Bank IVR Skill,Tribe,CSAT Group,Theme - Good,Theme - Improve,CSAT Theme,ASAT Group,ASAT Theme,Other and Non product Validation,CSAT Verbatim Group,CSAT Days,CSAT Verbatim and Classification Group,ASAT Verbatim Group,ASAT Days,Tribe Copy,Supervisor,ID,Work Type,FCR,FCR Yes,FCR No,Wave,CSAT_Combined_Text,ASAT_Combined_Text,CSAT_Clean_Text,ASAT_Clean_Text
11165699,5/26/2025 07:09:04 AM,0,Difficulty of setting up the account online. - Internet banking process is different to what actually happen. - Internet banking not working.,155932122,,4,,Call - Inbound,Online,,"Calayo, Angela",Genpact BCC,2025-05-20,"Yes, on first call",ALL->Digital-Technical Issues_; ALL->Ease of Service_; ALL->Join and Set up_; ALL->Products-General_; Digital Experience->Digital-Technical Issues; Digital Experience->Join and Set up; Overall Comments->Ease of Service; Products->Products-General,Registration,5/26/2025,2025-05-26,2025-06-01,2025-05-01,Other/Non product,Other/Non product,Negative,,Technology,Technology,Negative,,,with CSAT Verbatim,1,Registration,No Verbatim,1,Other/Non product,"Cuanico, Maria Cassandra",740047244,Digicomms,Yes,1,0,1,Difficulty of setting up the account online. - Internet banking process is different to what actually happen. - Internet banking not working. ALL->Digital-Technical Issues_; ALL->Ease of Service_; ALL->Join and Set up_; ALL->Products-General_; Digital Experience->Digital-Technical Issues; Digital Experience->Join and Set up; Overall Comments->Ease of Service; Products->Products-General Technology Technology nan,4 nan,difficulty setting account online internet banking process different actually happen internet banking working alldigitaltechnical issues allease alljoin set allproductsgeneral digital experiencedigitaltechnical issues digital experiencejoin set overall commentsease productsproductsgeneral technology,
11167925,5/27/2025 09:37:02 PM,8,I feel you offer a good service,747812384,OFFSET DEPOSIT ACCOUNT,9,He understood my needs and helped me resolve the issue,Call - Inbound,Maintenance / Servicing,,"Centeno, Renante",Genpact BCC,2025-05-15,"Yes, on first call",ALL->General Pos/Neg_; Overall Comments->General Pos/Neg,,5/27/2025,2025-05-27,2025-06-01,2025-05-01,Bank Customer Loan,Lending Existing Customer,PositIve,,,0,Positive,,,with CSAT Verbatim,1,Not Classified,No Verbatim,1,Lending Existing Customer,"Gonzales, Fritz",740025392,Lending,Yes,1,0,2,I feel you offer a good service ALL->General Pos/Neg_; Overall Comments->General Pos/Neg 0 nan nan,9 nan,feel offer allgeneral posneg overall commentsgeneral posneg,
11167923,5/27/2025 08:52:51 PM,1,"because you won't drop my interest rate after the recent rate cut, just because I have a small mortgage, I am a 10 year customer and yet have no loyalty  from AMP for this",563000607,AMP ESSENTIAL HOME LOAN,2,,Call - Inbound,Maintenance / Servicing,they could have passed me onto a manager or someone who could have helped me,"Barotea, Lindzay",Genpact BCC,2025-05-23,Not yet resolved,ALL->Change in Prices_; ALL->Investment Results_; ALL->Loyalty_; Brand->Loyalty; Pricing->Change in Prices; Products->Investments->Investment Results,Loan Repayments,5/27/2025,2025-05-27,2025-06-01,2025-05-01,Bank Customer Loan,Lending Existing Customer,Negative,,Home lending rates,Home lending rates,Negative,Non-agent opportunity,,with CSAT Verbatim,1,Loan Repayments,with Verbatim,1,Lending Existing Customer,"Landicho, Janeth",740039002,Lending,No,0,1,2,"because you won't drop my interest rate after the recent rate cut, just because I have a small mortgage, I am a 10 year customer and yet have no loyalty  from AMP for this ALL->Change in Prices_; ALL->Investment Results_; ALL->Loyalty_; Brand->Loyalty; Pricing->Change in Prices; Products->Investments->Investment Results Home lending rates Home lending rates nan",2 Non-agent opportunity,wont drop interest rate recent rate cut small mortgage year yet loyalty amp allchange prices allinvestment results allloyalty brandloyalty pricingchange prices productsinvestmentsinvestment results home lending rates home lending rates,nonagent opportunity
11167913,5/27/2025 07:14:03 PM,6,"Caller did not really understand my request, the app is not very user friendly",881514559,OFFSET DEPOSIT ACCOUNT,8,,Call - Inbound,Close Account,Polite though not sure he was knowledgeable,"Medina, Ron James",Genpact BCC,2025-05-26,Not yet resolved,ALL->Ease of Use_; ALL->Mobile App_; Digital Experience->Ease of Use; Digital Experience->Mobile App,Transaction Account,5/27/2025,2025-05-27,2025-06-01,2025-05-01,Bank Customer Loan,Lending Existing Customer,Negative,,Service - general,Service - general,Positive,,,with CSAT Verbatim,1,Transaction Account,with Verbatim,1,Lending Existing Customer,"Landicho, Janeth",740037358,Lending,No,0,1,2,"Caller did not really understand my request, the app is not very user friendly ALL->Ease of Use_; ALL->Mobile App_; Digital Experience->Ease of Use; Digital Experience->Mobile App Service - general Service - general nan",8 nan,caller really understand request app user friendly allease use allmobile app digital experienceease use digital experiencemobile app general,
11167912,5/27/2025 06:59:05 PM,7,"Initial reason for call was worrying, but I was reassured by the friendly and competent AMP consultant   that my funds were safe.",593785638,AMP SAVER ACCOUNT,9,Gave me sympathetic hearing Was able to deal with issue competently after seeking advice from AMP technical staff.,Call - Inbound,Online,,"Balatbat, Querubin",Genpact BCC,2025-05-19,"Yes, on first call",ALL->Accessibility_; ALL->Knowledge and Competence_; ALL->Overall Reflection_; ALL->Personability_; ALL->Products-General_; Brand->Overall Reflection; Overall Comments->Accessibility; People Interaction->Knowledge and Competence; People Interaction->Personability; Products->Products-General,Login Issues,5/27/2025,2025-05-27,2025-06-01,2025-05-01,Bank Customer Deposit,EDB Existing Customer,PositIve,,,0,Positive,,,with CSAT Verbatim,1,Login Issues,No Verbatim,1,EDB Existing Customer,"Cuanico, Maria Cassandra",740048069,Digicomms,Yes,1,0,1,"Initial reason for call was worrying, but I was reassured by the friendly and competent AMP consultant   that my funds were safe. ALL->Accessibility_; ALL->Knowledge and Competence_; ALL->Overall Reflection_; ALL->Personability_; ALL->Products-General_; Brand->Overall Reflection; Overall Comments->Accessibility; People Interaction->Knowledge and Competence; People Interaction->Personability; Products->Products-General 0 nan nan",9 nan,initial reason worrying reassured friendly competent amp funds safe allaccessibility allknowledge competence alloverall reflection allpersonability allproductsgeneral brandoverall reflection overall commentsaccessibility people interactionknowledge competence people interactionpersonability productsproductsgeneral,
11167903,5/27/2025 06:10:02 PM,5,AMP dose not provide investing or development  loans,189576390,OFFSET DEPOSIT ACCOUNT,8,,Call - Inbound,Maintenance / Servicing,seemed to go back and forth a bit  with the questions,"Ramos, Chester",Genpact BCC,2025-05-26,"Yes, on first call",ALL->Investments-General_; Products->Investments->Investments-General,Account Details,5/27/2025,2025-05-27,2025-06-01,2025-05-01,Bank Customer Loan,Lending Existing Customer,Negative,,Service - Lending,Service - Lending,Positive,,,with CSAT Verbatim,1,Account Details,with Verbatim,1,Lending Existing Customer,"Landicho, Janeth",740048431,Lending,Yes,1,0,1,AMP dose not provide investing or development  loans ALL->Investments-General_; Products->Investments->Investments-General Service - Lending Service - Lending nan,8 nan,amp dose provide investing development loans allinvestmentsgeneral productsinvestmentsinvestmentsgeneral lending,
11167895,5/27/2025 05:19:48 PM,8,haven't received our debit card just yet so we cannot complete the change over of our banking,571649980,PROFESSIONAL PACK VARIABLE RATE LOAN - INTEREST ONLY VARIABLE PAYMENT (INVESTMENT),9,she met my needs and answered by questions,Call - Inbound,Maintenance / Servicing,,"Gerola, Queenie",Genpact BCC,2025-05-23,"Yes, on first call",ALL->Uncategorised_; Uncategorised,Loan Repayments,5/27/2025,2025-05-27,2025-06-01,2025-05-01,Bank Customer Loan,Lending Existing Customer,PositIve,,,0,Positive,,,with CSAT Verbatim,1,Loan Repayments,No Verbatim,1,Lending Existing Customer,"Gonzales, Fritz",740048868,Lending,Yes,1,0,2,haven't received our debit card just yet so we cannot complete the change over of our banking ALL->Uncategorised_; Uncategorised 0 nan nan,9 nan,havent received debit card yet complete change banking alluncategorised uncategorised,
11167894,5/27/2025 05:12:34 PM,9,,TD239870264,,10,,Call - Inbound,Product Enquiry,,"Balatbat, Querubin",Genpact BCC,2025-05-20,"Yes, on first call",,Term Deposit,5/27/2025,2025-05-27,2025-06-01,2025-05-01,Bank Customer Deposit,EDB Existing Customer,PositIve,,,No CSAT Verbatim,Positive,,,No CSAT Verbatim,1,Term Deposit,No Verbatim,1,EDB Existing Customer,"Cuanico, Maria Cassandra",740048069,Digicomms,Yes,1,0,1,nan nan No CSAT Verbatim nan nan,10 nan,csat verbatim,
11167893,5/27/2025 05:11:40 PM,2,,694393387,PROFESSIONAL PACK VARIABLE RATE LOAN - PRINCIPAL & INTEREST,2,,Call - Inbound,Close Account,,"Ramos, Chester",Genpact BCC,2025-05-19,"Yes, after multiple calls",,Loan Discharge Request,5/27/2025,2025-05-27,2025-06-01,2025-05-01,Bank Customer Loan,Lending Existing Customer,Negative,,,No CSAT Verbatim,Negative,,,No CSAT Verbatim,1,Loan Discharge Request,No Verbatim,1,Lending Existing Customer,"Landicho, Janeth",740048431,Lending,Yes,1,0,1,nan nan No CSAT Verbatim nan nan,2 nan,csat verbatim,
11167891,5/27/2025 04:44:55 PM,7,Some times I find the person I speak to hard to understand though they are very patient when I have to ask them to repeat what they say.,768857515,AMP CASH MANAGER,10,She was very patient,Call - Inbound,Transactions,,"Tanes, Cherrydel",Genpact BCC,2025-05-26,"Yes, on first call",ALL->Communication/Clarity_; ALL->Personability_; ALL->Phone-Not Understand_; Communication->Communication/Clarity; People Interaction->Personability; Phone/Call Center->Phone-Not Understand,Funds Transfer,5/27/2025,2025-05-27,2025-06-01,2025-05-01,Bank Customer Deposit,EDB Existing Customer,PositIve,,,0,Positive,,,with CSAT Verbatim,1,Funds Transfer,No Verbatim,1,EDB Existing Customer,"Cuanico, Maria Cassandra",740048418,Deposit | My AMP,Yes,1,0,1,Some times I find the person I speak to hard to understand though they are very patient when I have to ask them to repeat what they say. ALL->Communication/Clarity_; ALL->Personability_; ALL->Phone-Not Understand_; Communication->Communication/Clarity; People Interaction->Personability; Phone/Call Center->Phone-Not Understand 0 nan nan,10 nan,times find speak hard understand though patient ask repeat say allcommunicationclarity allpersonability allphonenot understand communicationcommunicationclarity people interactionpersonability phonecall centerphonenot understand,
11167882,5/27/2025 04:18:56 PM,0,Lack of communication.  Failure to respond to phone calls and emails regarding a property settlement.  General inability to help me.  Very difficult to understand consultants on the phone and no confidence they understood me either. Just very poor all around.,664223535,PROFESSIONAL PACK VARIABLE RATE LOAN - INTEREST ONLY VARIABLE PAYMENT (INVESTMENT),0,,Call - Inbound,Close Account,as above,"Ramos, Chester",Genpact BCC,2025-05-26,Not yet resolved,ALL->Communication/Clarity_; ALL->Ease of Service_; ALL->Helpfulness_; ALL->Phone-Reach Rep_; Communication->Communication/Clarity; Overall Comments->Ease of Service; People Interaction->Helpfulness; Phone/Call Center->Phone-Reach Rep,Loan Discharge Request,5/27/2025,2025-05-27,2025-06-01,2025-05-01,Bank Customer Loan,Lending Existing Customer,Negative,,Service - BCC,Service - BCC,Negative,Communication,,with CSAT Verbatim,1,Loan Discharge Request,with Verbatim,1,Lending Existing Customer,"Landicho, Janeth",740048431,Lending,No,0,1,1,Lack of communication.  Failure to respond to phone calls and emails regarding a property settlement.  General inability to help me.  Very difficult to understand consultants on the phone and no confidence they understood me either. Just very poor all around. ALL->Communication/Clarity_; ALL->Ease of Service_; ALL->Helpfulness_; ALL->Phone-Reach Rep_; Communication->Communication/Clarity; Overall Comments->Ease of Service; People Interaction->Helpfulness; Phone/Call Center->Phone-Reach Rep Service - BCC Service - BCC nan,0 Communication,lack communication failure respond phone emails regarding property settlement general inability difficult understand consultants phone confidence understood either poor around allcommunicationclarity allease allhelpfulness allphonereach rep communicationcommunicationclarity overall commentsease people interactionhelpfulness phonecall centerphonereach rep bcc,communication
11167861,5/27/2025 02:59:53 PM,10,Because i was given good service,222827524,AMP SAVER ACCOUNT,10,,Call - Inbound,Maintenance / Servicing,,"Diaz, Agnes",Genpact BCC,2025-05-26,"Yes, on first call",ALL->General Pos/Neg_; Overall Comments->General Pos/Neg,Account Details,5/27/2025,2025-05-27,2025-06-01,2025-05-01,Bank Customer Deposit,EDB Existing Customer,PositIve,,,0,Positive,,,with CSAT Verbatim,1,Account Details,No Verbatim,1,EDB Existing Customer,"Reyes, Mark Anthony",740035004,Deposit | My AMP,Yes,1,0,2,Because i was given good service ALL->General Pos/Neg_; Overall Comments->General Pos/Neg 0 nan nan,10 nan,given allgeneral posneg overall commentsgeneral posneg,
11167857,5/27/2025 02:48:34 PM,8,"Reasonably quick with reducing interest rates but could be quicker, I emailed through the secure log on an enquiry but never got a response.  I'm paying my mortgage off years ahead of schedule but you're still charging me a lot to discharge the mortgage",213324773,PROFESSIONAL PACK VARIABLE RATE LOAN - PRINCIPAL & INTEREST,10,He was able to answer my questions and he sent me the paperwork I need.,Call - Inbound,Close Account,,"Ramos, Chester",Genpact BCC,2025-05-26,"Yes, on first call",ALL->Accessibility_; ALL->Affordable/Value for Money_; ALL->Digital Security_; ALL->Digital-Technical Issues_; ALL->Investment Results_; ALL->Return Communication_; ALL->Timeliness_; Communication->Return Communication; Digital Experience->Digital Security; Digital Experience->Digital-Technical Issues; Effort/Resolution->Timeliness; Overall Comments->Accessibility; Pricing->Affordable/Value for Money; Products->Investments->Investment Results,Loan Discharge Request,5/27/2025,2025-05-27,2025-06-01,2025-05-01,Bank Customer Loan,Lending Existing Customer,PositIve,,,0,Positive,,,with CSAT Verbatim,1,Loan Discharge Request,No Verbatim,1,Lending Existing Customer,"Landicho, Janeth",740048431,Lending,Yes,1,0,1,"Reasonably quick with reducing interest rates but could be quicker, I emailed through the secure log on an enquiry but never got a response.  I'm paying my mortgage off years ahead of schedule but you're still charging me a lot to discharge the mortgage ALL->Accessibility_; ALL->Affordable/Value for Money_; ALL->Digital Security_; ALL->Digital-Technical Issues_; ALL->Investment Results_; ALL->Return Communication_; ALL->Timeliness_; Communication->Return Communication; Digital Experience->Digital Security; Digital Experience->Digital-Technical Issues; Effort/Resolution->Timeliness; Overall Comments->Accessibility; Pricing->Affordable/Value for Money; Products->Investments->Investment Results 0 nan nan",10 nan,reasonably quick reducing interest rates quicker emailed secure log enquiry never got response im paying mortgage years ahead schedule youre still charging discharge mortgage allaccessibility allaffordablevalue money alldigital security alldigitaltechnical issues allinvestment results allreturn communication alltimeliness communicationreturn communication digital experiencedigital security digital experiencedigitaltechnical issues effortresolutiontimeliness overall commentsaccessibility pricingaffordablevalue money productsinvestmentsinvestment results,
